job_title_name,job_title_company,job_title_location
Business Analyst,Loeb.NYC,"New York, NY"
Data Scientist - You Make Data Sing,NT Concepts,"Vienna, VA 22182"
Data Scientist,W.R. Berkley,"Urbandale, IA"
Data Scientist,Continental Western Group,"Urbandale, IA 50322"
Equity Research Analyst (Multiple Sectors),MKM Partners,"New York, NY"
Sr. Data Scientist Internship,Walmart eCommerce,"San Bruno, CA 94066"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)"
Data Engineer,Bloomz,"Redmond, WA"
Data Analyst/Data Scientist,Cascade Data Labs,"Portland, OR"
MBA Intern: Data Science,Biogen,"Cambridge, MA 02142 (East Cambridge area)"
"Associate Data Scientist, Advanced Analytics",Arby's,"Atlanta, GA 30338"
Data Scientist - NLP,Walmart Stores,"Sunnyvale, CA 94087"
Research Analyst,Center for Court Innovation,"New York, NY"
Research Analyst – Data Science,The University of Chicago,"Chicago, IL"
Lead Data Scientist,Bright Cellars,"Milwaukee, WI"
Data Engineer,Thermo Fisher Scientific,"Durham, NC 27702"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Temp Data Research Analyst,Orange County Asian and Pacific Islander Community...,"Garden Grove, CA 92840"
Data Science Summer 2019 Intern,NT Concepts,"Vienna, VA 22182"
Power and Energy Research Analyst,Acuris,"New York, NY"
Data Scientist,First Horizon,"Memphis, TN"
Cloud Data Scientist,Delve,"Boulder, CO"
Data Scientist,U.S. Federal Government,"Washington, DC"
Data Scientist,Equity Residential,"Chicago, IL 60606 (Loop area)"
Data Engineer,FutureSoft IT,"Sunnyvale, CA"
Data Scientist,Nauto,"Palo Alto, CA"
Machine Learning for Natural Language Processing Intern,Bosch Group,"Sunnyvale, CA 94085"
APPLIED DATA SCIENCE INTERN,Businesses Collins Aerospace,"Windsor Locks, CT"
Machine Learning/Machine Vision Intern,Stanley Black & Decker,"Houston, TX"
Data Scientist,CyberKinetics LLC,"Chantilly, VA"
Scientific Data Engineer - Image Processing,Allen Institute,"Seattle, WA 98109 (Westlake area)"
Data Engineer,Trunk Club,"Chicago, IL 60654 (Loop area)"
"Data Scientist, Mid",Booz Allen Hamilton,"Washington, DC"
Data Scientist (HCE),Honeywell,"Phoenix, AZ 85034 (Central City area)"
Excel Research Analyst,KCM Solutions,"Seattle, WA 98119 (Queen Anne area)"
Public Policy Research Analyst,Atlantic Media,"Washington, DC 20037 (Foggy Bottom area)"
Director of Data Science,Compassion International,"Colorado Springs, CO 80921"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist Intern,Equifax,"Alpharetta, GA 30005"
Data Engineer,Ingenworks,"Blue Bell, PA"
"Data Engineer, Social Integrations",DoubleVerify,"New York, NY 10018 (Clinton area)"
Research Data Analyst 1,Stanford University,"Stanford, CA"
Data Engineer,Viacom,"New York, NY 10036"
Data Scientist,myCOI,"Indianapolis, IN 46280"
Campus Data Scientist - Experiences & Rentals,TripAdvisor,"Needham, MA 02494"
"Operations Research Scientist, Data Science",Convoy,"Seattle, WA"
Data Analyst,Universal Music Group,"Philadelphia, PA"
Data Platform Engineer - Scientific Working Environment,Stitch Fix,"San Francisco, CA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Analyst Internship,Keysight Technologies,"Santa Rosa, CA"
Data Science Tester,Engility,"Huntsville, AL 35898"
Analyst - Research,AMC Networks Inc.,"New York, NY"
Data Engineer,Transamerica,"Denver, CO 80221"
Machine Learning Internship,Apple,"Santa Clara Valley, CA"
Data Scientist 2,Humana,"Louisville, KY 40229"
Machine Learning Internship @ ClearCapital,Clear Capital,"Reno, NV"
Data Scientist,"ScaleFactor, Inc.","Austin, TX"
Data Scientist,Decision Sciences International Corporation,"Poway, CA 92064"
Data and BI Engineer,Arrowsight,"Huntsville, AL 35806"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
ASSOCIATE DATA ENGINEER,BlueLabs Analytics,"Washington, DC"
Associate Market Research Analyst,Cascade Insights,"Portland, OR 97266 (Lents area)"
Business Strategy Analyst,Weber Shandwick,"New York, NY"
"Associate Consultant, Data Science",Mather Economics,"Atlanta, GA 30350"
Data Scientist,OM Partners,"Atlanta, GA"
Data Scientist,Quest Diagnostics,"Lenexa, KS"
Data Engineer,Credit Sesame,"Mountain View, OR"
Intern: Data Science R&D – Cyber Security,Siemens,"Princeton, NJ 08540"
Graduate Intern- Data Analyst,First American,"New York, NY 10017 (Midtown area)"
"Analyst, Quantitative Research",Kelton Global,"New York, NY"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
"Analyst 1, Data",Salt Lake Community College,"Salt Lake City, UT 84116 (Rose Park area)"
Data Scientist (Advanced Degree Required),Money Mart Financial Services,"Dallas, TX 75224 (Southwest Dallas area)"
Data Scientist II,Auto Club of Southern California,"Costa Mesa, CA 92626"
Modeling Analyst - Data Science,American Credit Acceptance,"Spartanburg, SC"
NYU Center for Data Science (CDS) Clinical Faculty,New York University,"New York, NY"
Data Operations Analyst,PeerIQ,"New York, NY 10010 (Gramercy area)"
Data Scientist,CGG,"Houston, TX"
Data Science Business Analyst,Booz Allen Hamilton,"Washington, DC"
Data Analyst Intern,UL LLC,"Northbrook, IL"
"Intern, Model Development (Machine Learning)",Ambry Genetics,"Aliso Viejo, CA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Client Insights Analyst,pymetrics,"New York, NY"
Strategic Research Analyst,Service Employees International Union,"New York, NY 10036"
Data Scientist,Octave Bioscience,"Menlo Park, CA"
"Analyst, Sales Research","Pandora Media, LLC","New York, NY"
Machine Learning Engineer,Landover Associates,"New York, NY"
Product Data Scientist,Fivestars,"San Francisco, CA"
Junior Data Engineer,Logistics Management Institute,"Tysons, VA"
HR Data Analyst Intern,NXP Semiconductors,"Austin, TX 78735"
Big Data Engineer,"Enquero, Inc","Austin, TX"
Data Scientist - Cybersecurity,Volterra,"Santa Clara, CA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
"Data Scientist, Marketing Science R&D - PhD Intern",Facebook,"Menlo Park, CA"
Data Scientist,QuantumBlack,"Boston, MA"
Data Scientist,LOCKHEED MARTIN CORPORATION,"Bethesda, MD 20817"
Data Analytics & Data Science Analyst,LOCKHEED MARTIN CORPORATION,"Shelton, CT 06484"
2019 PhD Data Scientist Internship - Consumer,Uber,"San Francisco, CA 94103 (South Of Market area)"
Investment Banking Summer Analyst - Corporate Strategy,Lazard Ltd.,"New York, NY"
Data Scientist III,APEX Analytix,"Greensboro, NC 27410"
Data Scientist - Technology Intelligence,"BRASKEM AMERICA, INC","Pittsburgh, PA 15219 (Middle Hill area)"
Data Scientist,Grant Thornton,"Washington, DC 20036 (Downtown area)"
2018 Internship – Machine Learning Engineer Intern,iCPRs,Kansas
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Engineer Intern,AgilOne,"Sunnyvale, CA"
Data Scientist (contract position),TSYS,"San Mateo, CA"
Data Engineer,Chicago Trading Company (CTC),Illinois
Data Science and Predictive Analytics Part Time Instructor,The Regents of the University of California,"Irvine, CA"
Data Visualization Engineer,Equifax,"Alpharetta, GA 30005"
Data Scientist,DrFirst,"Rockville, MD 20850"
Intern Marketing Research Data Analyst,OGE Energy Corp.,"Oklahoma City, OK 73102"
Data Scientist,LendingTree,"Charlotte, NC 28277 (Piper Glen Estates area)"
Data Scientist / Machine Learning Expert,SphereOI Studios,"McLean, VA"
Data Science Intern,Redhorse Corporation,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist I,Schneider,"Green Bay, WI"
Economist/Data Scientist,Houzz,"Palo Alto, CA 94301 (Professorville area)"
Ecommerce Data Analyst,Betabrand,"San Francisco, CA 94110 (Mission area)"
"Data Engineer, Analytics, Intern",Facebook,"Seattle, WA 98101 (Downtown area)"
Economic Research Analyst 9-P11,State of Michigan,"Lansing, MI"
"Data Scientist Intern, Engineering - Software Development",Criteo,"Palo Alto, CA 94301 (Professorville area)"
Data Scientist – Intern (Summer 2019),C3,"Redwood City, CA 94063"
Data Scientist,Altisource,"Boston, MA"
Marketing Data Scientist,BitSight,"Boston, MA"
Senior Data Engineer,Logikcull,Remote
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Analyst (Operations Research Analyst),LAs Totally Awesome,"Buena Park, CA"
DATA ANALYST,BlueLabs Analytics,"Washington, DC"
Data Scientist (Masters-Level),Lubrizol Corporation,"Cleveland, OH"
Internship - Data Engineer,PACCAR,"Renton, WA"
Data Scientist,Virginia Department of Transportation,"Richmond, VA 23219 (City Center area)"
Data Engineer,Datalitical,"Dallas, TX"
Radar Data and Algorithms Engineer,Capella Space,"San Francisco, CA"
DATA SCIENTIST (NLP),Avata Intelligence,"Venice, CA"
Data Scientist,Aunalytics,"South Bend, IN"
JD Digits AI Lab - Data Scientist,JD.com,"Mountain View, CA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Scientist and Statistical Specialist,University of Maryland Baltimore County,"umbc campus, MD"
Postdoctoral Research Fellow Biostatistics/Data Science,Massachusetts General Hospital(MGH),"Boston, MA"
"Analyst, Cross-Platform Research",CBS Television Network,"New York, NY"
Open Interviews - Data Scientist,KeyW Corporation,"Linthicum Heights, MD 21090"
Data Scientist/Developer,"Cintel, Inc.","Huntsville, AL 35801"
Software Engineer - Data Engineering,Etsy,"New York, NY"
"Software Engineer, Data Team",Qgiv,"Lakeland, FL 33801 (Francis Blvd area)"
Data Engineer Internship - Summer 2019,Seagate Technology,"Longmont, CO 80503"
"Data Visualization Engineer, Development Insights",WeWork,"New York, NY 10011 (Chelsea area)"
Big Data Engineer,CareLytix,United States
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Intern - Data Science R&D Grad Summer,Sandia National Laboratories,"Livermore, CA 94551"
"IBM Marketing PhD Data Scientist Intern, Summer 2019",IBM,"New York, NY 10002 (Lower East Side area)"
Data Center Engineer,"Delaware Resource Group of Oklahoma, LLC","Oklahoma City, OK 73134"
"Implementation Engineer | B2B Data Integration / EDI, Remote",Cleo,"Austin, TX"
Research Analyst,Time Warner,"New York, NY"
JAVA / Data Engineer,Flexton Inc,"San Jose, CA 95131 (North Valley area)"
Data Engineer,APIvista,"Richmond, VA"
"Data Infrastructure Engineer Kafka, Spark/Cassandra",Innoflexion Technologies,"San Jose, CA"
Data Analyst,Groundspeed,"Ann Arbor, MI"
Research Analyst,Better,"New York, NY 10018 (Clinton area)"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Analyst,Socrata,"Seattle, WA 98104 (First Hill area)"
Data Scientist II,Expedia,"Bellevue, WA 98004 (Downtown area)"
Research Analyst (105185),California State University,"San Luis Obispo, CA"
Data Scientist Intern,Leidos,"Arlington, VA"
M&A Research Project Analyst,"Affordable Care, Inc.","Morrisville, NC"
Siri - Data Scientist (Machine Learning & Natural Language),Apple,"Seattle, WA"
Engineer Intern (Data Engineering team),Virgin Pulse,"Framingham, MA 01701"
"Analyst, Customer Data Operations",L Brands,"Reynoldsburg, OH"
Machine Learning Engineer(Edge-based Learning),Volvo Cars Technology,"Mountain View, CA"
Geocoding Quality Assurance Data Science Engineering Intern...,Pitney Bowes,"Troy, NY 12182"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Agronomic Data Scientist,DuPont,"Johnston, IA"
Data Scientist,Zoetis,"Kalamazoo, MI 49007 (West Douglas area)"
Machine Learning Research Scientist,Butterfly Network,"New York, NY"
Senior Data Scientist,Viasat,"San Diego, CA"
Product Data Scientist,Waymo,"Mountain View, CA"
Market Research Analyst,Capitol Game Science Media,"Washington, DC"
Software Intern for Enterprise IOT and Data Science,KLA-Tencor,"Milpitas, CA 95035"
PhD Data Science Intern,"Vail Systems, Inc.","Chicago, IL 60606 (Loop area)"
Data Science Technology Intern,BB&T,"Winston-Salem, NC"
"Data Scientist, Finance",Edison,"New York, NY"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Big Data Engineer,DXC,"New Orleans, LA 70121"
Data Scientist,Vesta Corporation,"Lake Oswego, OR 97035"
Nift Data Analyst,Nift,"Boston, MA"
Principal Data Engineer,Movable Ink,"New York, NY"
Research Analyst I,TrendSource,"San Diego, CA 92110"
"Front-End Software Engineer, Data Workflow Team",Outreach,"Seattle, WA"
Data Engineer,SocialWithin,"Austin, TX"
"Data Scientist, Machine Learning",Zest Finance,"Los Angeles, CA"
PhD. Graduate - Data Science 1,Expedia,"Bellevue, WA 98004 (Downtown area)"
"Data Scientist, Credit Risk",Conn's Home Plus,"Spring, TX 77381"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Engineer,Stoke Analytics,"Provo, UT"
Lecturer of Data Science,College of William and Mary,"Williamsburg, VA 23185"
"Consumer Products & Retail Analytics, Cognitive, Data Scienc...",Deloitte,"New York, NY 10112 (Midtown area)"
"Software Engineer, Data Team",Palantir Technologies,"New York, NY 10014 (West Village area)"
Social Media Research Analyst,W2O,"Philadelphia, PA"
Data Engineer,Grandata,"San Francisco, CA"
Junior Data Analyst,APTIM,"Knoxville, TN 37932"
Machine Learning Graphics Intern,Unity Technologies,"San Francisco, CA 94107 (South Of Market area)"
Data Science Professional,Munson Healthcare,"Traverse City, MI 49684"
Research Analyst,Stiles Corporation,"Fort Lauderdale, FL 33301 (Colee Hammock area)"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Big Data Engineer,Uniplus,"Manassas, VA"
Marketing Data Scientist,Funnel Science,"Plano, TX 75075"
Data Analyst I,ULTRA Mobile,"Costa Mesa, CA"
Data Engineer,VillageMD,"Chicago, IL"
Data Analyst,Deloitte,"Springfield, VA"
Software Engineer - Data Center,Cisco Careers,"San Jose, CA"
DATA ENGINEER,Ultimate Software,"San Francisco, CA"
Data Engineer,Arthur Lawrence,"Sugar Land, TX"
Data Integrity Engineer,Mondelez International,"Parsippany, NJ 07054"
Data & Applied Scientist,Microsoft,"Bellevue, WA 98004 (Downtown area)"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
"Data Platform Engineer, Machine Learning",Clover Health,"San Francisco, CA"
Marketing Data Scientist,BitSight Technologies,"Boston, MA"
Affiliate Faculty - Data Science (Northwest Denver Campus),Regis University,"Denver, CO 80221"
Research Project Analyst,Arkansas Department of Health,"Little Rock, AR 72205 (Briarwood area)"
"Data Scientist and Software Engineer, Python/R, Java",New Relic,"Portland, OR"
Business/Data Analyst II,Greyhealth Group,"New York, NY"
Data Scientist,Radiance Technologies Inc.,"Dayton, OH 45431"
Analyst - Research,AMC Networks,"New York, NY"
Wireless Data Scientist,"Uhana, Inc.","Palo Alto, CA 94306 (Barron Park area)"
Data Engineer,Leap,"Chicago, IL 60614 (Lincoln Park area)"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Data Scientist Intern,Leidos,"Arlington, VA"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Science Intern,The Hartford,"Charlotte, NC"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Internship - Data Analyst,PACCAR,"Renton, WA"
Data Engineer,Scoop Technologies,"San Francisco, CA"
Data Scientist - Deep Learning,IgnitionOne,"Atlanta, GA"
Data Scientist,Celect,"Boston, MA 02111 (Central area)"
Assistant Professor-Computer Science/Data Science,New York Institute of Technology,"New York, NY"
Data Scientist Intern,Varian Medical Systems,"Palo Alto, CA 94304"
Construction Data Analyst,Faithful and Gould,"Portland, OR"
"Staff Scientist, Translational Data Science",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)"
Media Data Analyst,BLOOM ADS,"Los Angeles, CA"
"Data Scientist/Analyst [R, Python,Google Cloud]",TSG Engineering,"Ellicott City, MD"
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,"Yakima, WA 98902"
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,"Conshohocken, PA"
Data Science Summer Intern,Commonwealth Care Alliance,"Boston, MA 02108 (Back Bay-Beacon Hill area)"
Data Scientist Intern,Leidos,"Arlington, VA"
"Intern, Data Science",Vertex Pharmaceuticals,"Boston, MA 02298 (Central area)"
Intermediate Data Scientist,Citi,"Irving, TX 75039"
Data Science Intern,The Hartford,"Charlotte, NC"
Data Scientist/Engineer,CAS Group,"Philadelphia, PA"
Data Analytics Engineer,Volvo Group,"Greensboro, NC 27409"
​ Market Data Energy Analyst,"Ascend Analytics, LLC","Boulder, CO 80304 (Central Boulder area)"
Data Engineer - QlikSense & Azure HDInsight,Bayforce Technology Solutions,"Montvale, NJ"
Patent Analyst - Research Associate,Evalueserve,"Raleigh-Durham, NC"
DATA ENGINEER,Change Healthcare,"Emeryville, CA"
Data Storage Engineer,Zibiz Data Management,"Ronkonkoma, NY"
QA Engineer – Spatial Statistics and Spatial Data Science,Esri,"Redlands, CA"
Data Engineer Intern,DriveTime,"Tempe, AZ 85281"
Data Scientist,Panjiva,"Cambridge, MA"
Data Center Facilities Engineer,WTA3,"Santa Clara, CA"
