,NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
15272,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1013,Marriage and Family Therapists,detailed,6370,3.4,0.07,~,32.66,67930,0.8,22.48,26.35,33.11,38.27,43.49,46760,54800,68860,79590,90460,,
15273,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1015,Rehabilitation Counselors,detailed,22080,1.1,0.23,2,23.77,49440,0.5,14.92,17.62,22.8,29.13,34.89,31020,36640,47420,60600,72560,,
15274,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,22570,1.8,0.23,2,25.74,53540,1.8,15.5,18.8,24.33,30.54,38.5,32230,39110,50600,63530,80090,,
15275,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1019,"Counselors, All Other",detailed,5140,2.8,0.05,1,23.51,48900,0.7,14.92,17.34,21.92,28.45,35.12,31030,36070,45580,59180,73060,,
15276,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1020,Social Workers,broad,193340,0.8,2,~,26.14,54370,0.8,16.01,19.06,24.52,31.85,39.38,33310,39640,50990,66240,81910,,
15277,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1021,"Child, Family, and School Social Workers",detailed,117550,0.5,1.22,5,24.57,51110,1.3,15.64,18.27,22.86,28.92,37.23,32540,37990,47560,60140,77450,,
15278,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1022,Healthcare Social Workers,detailed,15530,2,0.16,2,26.13,54350,0.9,16.47,20.06,25.14,30.91,37.74,34250,41710,52300,64300,78500,,
15279,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1023,Mental Health and Substance Abuse Social Workers,detailed,17800,3.6,0.18,2,25.05,52090,1,15.33,17.94,23.27,30.07,38.8,31880,37320,48410,62540,80700,,
15280,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1029,"Social Workers, All Other",detailed,42450,1.7,0.44,3,30.95,64390,0.5,18.43,23.98,31.84,37.91,42.34,38340,49890,66230,78850,88070,,
15281,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1090,Miscellaneous Community and Social Service Specialists,broad,226550,0.9,2.34,~,23.95,49810,0.7,13.32,16.95,21.86,28.94,37.79,27700,35260,45460,60200,78610,,
15282,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1091,Health Educators,detailed,13590,1.2,0.14,2,30.69,63830,0.8,15.98,20.36,26.64,38.33,53.86,33240,42340,55420,79720,112020,,
15283,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,84710,0.8,0.88,4,27.52,57250,0.7,16.59,19.92,25.1,33.58,44.02,34500,41430,52210,69840,91560,,
15284,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1093,Social and Human Service Assistants,detailed,77620,1.6,0.8,6,19.74,41060,0.8,11.42,14.72,18.56,23.84,29.45,23760,30620,38600,49580,61270,,
15285,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1094,Community Health Workers,detailed,9460,2,0.1,2,21.63,44990,1.4,11.92,15.24,19.59,25.97,33.77,24790,31700,40740,54010,70240,,
15286,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-1099,"Community and Social Service Specialists, All Other",detailed,41170,1.5,0.43,4,22.83,47480,0.7,13.07,16.54,21.44,28.07,35.27,27190,34410,44590,58390,73370,,
15287,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-2000,Religious Workers,minor,3030,0.6,0.03,~,30.74,63940,0.4,15.15,20.57,31.09,40.47,45.53,31510,42790,64670,84180,94700,,
15288,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-2010,Clergy,broad,2760,0.4,0.03,~,29.69,61760,0.4,15.13,19.98,29.78,38.44,44.3,31470,41560,61950,79960,92150,,
15289,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-2011,Clergy,detailed,2760,0.4,0.03,1,29.69,61760,0.4,15.13,19.98,29.78,38.44,44.3,31470,41560,61950,79960,92150,,
15290,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-2020,"Directors, Religious Activities and Education",broad,260,5.1,0,~,42.1,87560,1.1,25.06,39.32,44.41,49.45,53.64,52130,81790,92380,102850,111570,,
15291,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",21-2021,"Directors, Religious Activities and Education",detailed,260,5.1,0,~,42.1,87560,1.1,25.06,39.32,44.41,49.45,53.64,52130,81790,92380,102850,111570,,
15292,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-0000,Legal Occupations,major,268470,0.4,2.78,15,45.29,94210,0.6,19.77,27.11,40.42,62,77.79,41110,56380,84080,128960,161800,,
15293,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1000,"Lawyers, Judges, and Related Workers",minor,195040,0.4,2.02,~,50.55,105150,0.7,22.81,32.08,47.87,68.24,78.28,47450,66720,99580,141940,162810,,
15294,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1010,Lawyers and Judicial Law Clerks,broad,149540,0.5,1.55,~,49.66,103300,0.8,24.14,32.33,46.63,65.57,77.83,50200,67240,96990,136380,161890,,
15295,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1011,Lawyers,detailed,134370,0.5,1.39,10,52.12,108410,0.8,27.05,35.57,49.39,68.12,77.84,56270,73980,102740,141700,161900,,
15296,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1012,Judicial Law Clerks,detailed,15170,2.4,0.16,2,27.89,58000,1.1,15.9,19.46,24.73,31.78,46.86,33060,40470,51440,66110,97470,,
15297,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,45500,0.4,0.47,~,53.48,111250,0.5,18.87,30.78,53.63,73.26,88.44,39260,64030,111550,152370,183960,,
15298,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14450,0.4,0.15,2,47.24,98260,0.6,20.66,31.61,45.57,60.79,81.28,42970,65750,94790,126440,169050,,
15299,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,2610,1.3,0.03,1,36.64,76210,1.1,19.73,23.7,33.07,46.72,60.37,41040,49300,68790,97180,125560,,
15300,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28440,0.6,0.29,8,58.2,121050,0.6,17.14,32.39,64.34,78.2,92.66,35650,67380,133840,162650,192740,,
15301,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2000,Legal Support Workers,minor,73430,0.6,0.76,~,31.32,65140,0.5,16.61,21.5,27.61,37.26,53.97,34560,44720,57420,77490,112250,,
15302,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2010,Paralegals and Legal Assistants,broad,35950,0.9,0.37,~,27.7,57620,0.4,16.43,20.47,26.49,33.18,40.14,34170,42580,55100,69020,83480,,
15303,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2011,Paralegals and Legal Assistants,detailed,35950,0.9,0.37,4,27.7,57620,0.4,16.43,20.47,26.49,33.18,40.14,34170,42580,55100,69020,83480,,
15304,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2090,Miscellaneous Legal Support Workers,broad,37490,0.5,0.39,~,34.78,72340,0.8,17.15,22.39,28.72,45.67,62,35670,46570,59740,94990,128960,,
15305,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2091,Court Reporters,detailed,8960,0.9,0.09,2,31.98,66510,1.6,16.3,22.15,29.41,39.38,50.76,33910,46070,61180,81900,105580,,
15306,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,1270,2.7,0.01,~,24.28,50510,1.3,14.12,17.76,23.06,29.51,36.65,29370,36930,47960,61390,76240,,
15307,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",23-2099,"Legal Support Workers, All Other",detailed,27260,0.5,0.28,2,36.19,75280,1,17.69,22.83,28.83,49.29,65.74,36800,47480,59970,102520,136750,,
15308,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-0000,"Education, Training, and Library Occupations",major,214200,0.9,2.22,16,23.44,48750,0.4,10.68,14.44,21.03,30.06,39.33,22220,30030,43740,62520,81810,,
15309,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1000,Postsecondary Teachers,minor,5320,2.2,0.06,~,*,55020,1.4,*,*,*,*,*,23760,39520,52470,66860,80550,True,
15310,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1040,"Life Sciences Teachers, Postsecondary",broad,210,32.8,0,~,*,96370,11.5,*,*,*,*,*,29800,46970,85240,117060,179540,True,
15311,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,200,34.5,0,~,*,94740,12.6,*,*,*,*,*,29590,45540,84210,112630,177710,True,
15312,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,70,0,0,~,*,56130,1.3,*,*,*,*,*,33580,37650,48380,77590,88120,True,
15313,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,70,0,0,~,*,56130,1.3,*,*,*,*,*,33580,37650,48380,77590,88120,True,
15314,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",broad,40,43.2,0,~,*,67820,5.1,*,*,*,*,*,39100,47870,60050,78500,115820,True,
15315,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,30,46.3,0,~,*,69230,6.5,*,*,*,*,*,37950,47640,59780,82290,123030,True,
15316,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1190,Miscellaneous Postsecondary Teachers,broad,4850,1.8,0.05,~,*,52000,0.8,*,*,*,*,*,23310,38080,51060,64660,76720,True,
15317,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1194,"Vocational Education Teachers, Postsecondary",detailed,4690,1.7,0.05,~,25.07,52150,0.8,11.21,18.31,24.63,31.15,36.89,23310,38080,51220,64800,76720,,
15318,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-1199,"Postsecondary Teachers, All Other",detailed,150,18.8,0,~,*,48230,5.3,*,*,*,*,*,18060,40290,47320,59030,71930,True,
15319,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,18020,2.7,0.19,~,*,53520,1.7,*,*,*,*,*,25170,33710,49280,70250,93000,True,
15320,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2010,Preschool and Kindergarten Teachers,broad,7910,5.3,0.08,~,17.67,36750,1.8,10.21,12.77,16.42,21.11,27.49,21240,26550,34150,43900,57170,,
15321,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2011,"Preschool Teachers, Except Special Education",detailed,7800,5.4,0.08,1,17.54,36480,1.7,10.19,12.73,16.37,20.96,27.06,21200,26480,34040,43590,56290,,
15322,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2012,"Kindergarten Teachers, Except Special Education",detailed,110,20.2,0,~,*,55520,11.6,*,*,*,*,*,27600,33230,53220,76040,93120,True,
15323,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2020,Elementary and Middle School Teachers,broad,1260,9.9,0.01,~,*,65730,2.3,*,*,*,*,*,35870,47280,61130,85640,103510,True,
15324,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2021,"Elementary School Teachers, Except Special Education",detailed,1090,8.4,0.01,~,*,66750,2.5,*,*,*,*,*,35060,47150,62100,90150,104040,True,
15325,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,170,24.6,0,~,*,59240,2.9,*,*,*,*,*,40830,47890,57430,68770,81700,True,
15326,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2030,Secondary School Teachers,broad,3860,1.8,0.04,~,*,69760,3.6,*,*,*,*,*,35800,49960,68550,93580,104170,True,
15327,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3250,2.1,0.03,~,*,70340,4.1,*,*,*,*,*,34710,48790,69910,95620,104430,True,
15328,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,610,1.6,0.01,~,*,66690,1.7,*,*,*,*,*,44400,53020,65050,77760,94890,True,
15329,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2050,Special Education Teachers,broad,4990,1.9,0.05,~,*,64500,1.1,*,*,*,*,*,39360,50940,64150,76960,92420,True,
15330,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2051,"Special Education Teachers, Preschool",detailed,460,5.9,0,~,*,58800,4.8,*,*,*,*,*,32710,40080,55770,76370,93410,True,
15331,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,650,4.9,0.01,~,*,63030,2.7,*,*,*,*,*,35720,44630,62200,78240,88000,True,
15332,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2053,"Special Education Teachers, Middle School",detailed,260,9.3,0,~,*,67080,3.1,*,*,*,*,*,42640,53280,65340,78830,95150,True,
15333,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2054,"Special Education Teachers, Secondary School",detailed,1750,2.5,0.02,~,*,62520,1.2,*,*,*,*,*,37890,48150,60710,74020,95140,True,
15334,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-2059,"Special Education Teachers, All Other",detailed,1880,1.4,0.02,~,*,67890,1.2,*,*,*,*,*,47850,56460,66400,77710,89270,True,
15335,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3000,Other Teachers and Instructors,minor,48400,1.6,0.5,~,26.12,54330,0.9,10.93,15.66,24.57,33.04,41.59,22730,32580,51100,68730,86510,,
15336,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,3550,3.9,0.04,~,26.05,54180,0.8,13.71,19.81,24.41,32.87,40.95,28520,41210,50780,68360,85180,,
15337,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,3550,3.9,0.04,1,26.05,54180,0.8,13.71,19.81,24.41,32.87,40.95,28520,41210,50780,68360,85180,,
15338,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3020,Self-Enrichment Education Teachers,broad,9830,2.2,0.1,~,17.83,37090,1.4,9.42,11.55,16.34,22.57,28.8,19590,24020,33980,46950,59910,,
15339,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3021,Self-Enrichment Education Teachers,detailed,9830,2.2,0.1,1,17.83,37090,1.4,9.42,11.55,16.34,22.57,28.8,19590,24020,33980,46950,59910,,
15340,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3090,Miscellaneous Teachers and Instructors,broad,35020,2.1,0.36,~,28.46,59190,1.3,11.53,17.81,27.7,35.06,43.95,23980,37050,57610,72910,91410,,
15341,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,25460,0.8,0.26,2,*,67390,0.8,*,*,*,*,*,30080,49770,64710,78740,98320,True,
15342,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-3098,Substitute Teachers,detailed,9560,7.4,0.1,~,17.97,37370,4.1,9.72,11.7,17.43,23.31,28.08,20210,24330,36260,48490,58410,,
15343,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4000,"Librarians, Curators, and Archivists",minor,102690,1.4,1.06,~,21.58,44880,0.6,10.38,13.83,19.74,27.41,36.13,21590,28760,41060,57000,75140,,
15344,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4010,"Archivists, Curators, and Museum Technicians",broad,7370,0.7,0.08,~,26.69,55520,0.7,14.3,18,23.76,33.31,43.52,29730,37450,49430,69290,90520,,
15345,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4011,Archivists,detailed,1530,1.1,0.02,1,29.94,62270,0.7,16.12,20.61,26.96,39.33,47.14,33530,42860,56070,81800,98040,,
15346,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4012,Curators,detailed,2180,1.1,0.02,1,29.56,61490,1.1,15.49,20.85,27.48,36.82,45.42,32210,43360,57160,76580,94470,,
15347,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4013,Museum Technicians and Conservators,detailed,3660,1.1,0.04,1,23.63,49140,0.8,14.06,16.37,20.84,28.1,39.06,29240,34050,43360,58450,81250,,
15348,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4020,Librarians,broad,44010,1.5,0.46,~,26.81,55760,0.6,14.26,19.81,25.75,33.27,40.31,29650,41200,53570,69190,83840,,
15349,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4021,Librarians,detailed,44010,1.5,0.46,11,26.81,55760,0.6,14.26,19.81,25.75,33.27,40.31,29650,41200,53570,69190,83840,,
15350,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4030,Library Technicians,broad,51320,1.9,0.53,~,16.35,34010,0.7,9.63,11.48,15.17,19.99,25.07,20040,23870,31550,41590,52140,,
15351,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-4031,Library Technicians,detailed,51320,1.9,0.53,7,16.35,34010,0.7,9.63,11.48,15.17,19.99,25.07,20040,23870,31550,41590,52140,,
15352,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9000,"Other Education, Training, and Library Occupations",minor,39770,1,0.41,~,*,48970,0.7,*,*,*,*,*,22310,29460,40250,64210,89470,True,
15353,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9010,Audio-Visual and Multimedia Collections Specialists,broad,350,3.6,0,~,22.29,46360,1.9,14.16,16.56,19.77,27.32,34.34,29450,34450,41120,56820,71420,,
15354,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,350,3.6,0,~,22.29,46360,1.9,14.16,16.56,19.77,27.32,34.34,29450,34450,41120,56820,71420,,
15355,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9020,Farm and Home Management Advisors,broad,1370,4.1,0.01,~,19.75,41070,2.1,9.06,11.44,17.32,24.72,34.17,18840,23790,36020,51420,71070,,
15356,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9021,Farm and Home Management Advisors,detailed,1370,4.1,0.01,1,19.75,41070,2.1,9.06,11.44,17.32,24.72,34.17,18840,23790,36020,51420,71070,,
15357,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9030,Instructional Coordinators,broad,12070,1.8,0.12,~,36.59,76110,0.6,22.27,28.47,36.57,44.01,51.4,46330,59210,76060,91530,106910,,
15358,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9031,Instructional Coordinators,detailed,12070,1.8,0.12,2,36.59,76110,0.6,22.27,28.47,36.57,44.01,51.4,46330,59210,76060,91530,106910,,
15359,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9040,Teacher Assistants,broad,15300,1.9,0.16,~,*,30310,1.1,*,*,*,*,*,19420,23320,29740,36270,41460,True,
15360,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9041,Teacher Assistants,detailed,15300,1.9,0.16,1,*,30310,1.1,*,*,*,*,*,19420,23320,29740,36270,41460,True,
15361,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9090,"Miscellaneous Education, Training, and Library Workers",broad,10690,0.7,0.11,~,22.18,46130,0.6,12.85,16.44,20.28,25.95,34.36,26730,34200,42170,53970,71470,,
15362,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",25-9099,"Education, Training, and Library Workers, All Other",detailed,10690,0.7,0.11,1,22.18,46130,0.6,12.85,16.44,20.28,25.95,34.36,26730,34200,42170,53970,71470,,
15363,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,66860,0.5,0.69,9,29.25,60830,0.4,11.96,18.18,27.54,38.33,49.11,24880,37810,57280,79720,102150,,
15364,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1000,Art and Design Workers,minor,9370,0.7,0.1,~,33.81,70320,0.7,17.67,24.02,32.81,42.82,50.14,36750,49970,68240,89070,104280,,
15365,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1010,Artists and Related Workers,broad,4130,1.2,0.04,~,36.6,76130,1,17.38,25.42,37.41,47.27,53.64,36140,52880,77810,98320,111560,,
15366,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1011,Art Directors,detailed,240,2.9,0,~,38.78,80660,1.5,20.14,26.62,36.97,47.91,58.83,41890,55370,76900,99650,122370,,
15367,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1012,Craft Artists,detailed,50,24.6,0,~,18.54,38550,5.6,10.67,13.54,17.17,23.12,28.65,22190,28160,35720,48080,59590,,
15368,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,300,15.4,0,~,27.83,57890,1.2,17.85,22.34,28.69,32.81,37.62,37130,46460,59680,68240,78260,,
15369,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1014,Multimedia Artists and Animators,detailed,260,3.9,0,~,26.08,54240,1.9,16.83,20.42,25.65,30.29,37.55,35000,42470,53350,63000,78110,,
15370,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1019,"Artists and Related Workers, All Other",detailed,3290,0.1,0.03,1,38.32,79710,1.2,17.44,27.91,39.61,48.55,54.69,36280,58050,82390,100980,113750,,
15371,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1020,Designers,broad,5240,0.8,0.05,~,31.61,65740,0.4,18.22,23.53,30.78,38.36,46.8,37900,48950,64010,79790,97350,,
15372,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1021,Commercial and Industrial Designers,detailed,50,15.5,0,~,39.56,82280,6.8,21.32,24.97,31.73,51.48,59.76,44350,51940,66000,107070,124310,,
15373,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1024,Graphic Designers,detailed,3930,0.7,0.04,2,31.69,65900,0.4,19,23.79,30.43,38.32,47.28,39510,49480,63300,79710,98340,,
15374,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1025,Interior Designers,detailed,440,0,0,~,37.38,77740,0.6,27.11,31.84,37,42.92,48.56,56400,66230,76970,89270,101010,,
15375,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1027,Set and Exhibit Designers,detailed,730,3.7,0.01,~,27.18,56540,1.1,14.55,18.72,26.22,34.74,41.56,30270,38940,54540,72260,86450,,
15376,99,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",27-1029,"Designers, All Other",detailed,40,4.2,0,~,35.39,73620,2.8,22.68,26.77,40.46,41.99,41.99,47180,55690,84160,87330,87340,,
