job_title_name,job_title_company,job_title_city,job_title_state
"Implementation Engineer | B2B Data Integration / EDI, Remote",Cleo,Austin,TX
Research Analyst,Time Warner,New York,NY
JAVA / Data Engineer,Flexton Inc,San Jose,CA
Data Engineer,APIvista,Richmond,VA
"Data Infrastructure Engineer Kafka, Spark/Cassandra",Innoflexion Technologies,San Jose,CA
Data Analyst,Groundspeed,Ann Arbor,MI
Research Analyst,Better,New York,NY
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Intermediate Data Scientist,Citi,Irving,TX
Data Analyst,Socrata,Seattle,WA
Data Scientist II,Expedia,Bellevue,WA
Research Analyst (105185),California State University,San Luis Obispo,CA
Data Scientist Intern,Leidos,Arlington,VA
M&A Research Project Analyst,"Affordable Care, Inc.",Morrisville,NC
Siri - Data Scientist (Machine Learning & Natural Language),Apple,Seattle,WA
Engineer Intern (Data Engineering team),Virgin Pulse,Framingham,MA
"Analyst, Customer Data Operations",L Brands,Reynoldsburg,OH
Machine Learning Engineer(Edge-based Learning),Volvo Cars Technology,Mountain View,CA
Geocoding Quality Assurance Data Science Engineering Intern...,Pitney Bowes,Troy,NY
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
Agronomic Data Scientist,DuPont,Johnston,IA
Data Scientist,Zoetis,Kalamazoo,MI
Machine Learning Research Scientist,Butterfly Network,New York,NY
Senior Data Scientist,Viasat,San Diego,CA
Product Data Scientist,Waymo,Mountain View,CA
Market Research Analyst,Capitol Game Science Media,Washington,DC
Software Intern for Enterprise IOT and Data Science,KLA-Tencor,Milpitas,CA
PhD Data Science Intern,"Vail Systems, Inc.",Chicago,IL
Data Science Technology Intern,BB&T,Winston-Salem,NC
"Data Scientist, Finance",Edison,New York,NY
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
Big Data Engineer,DXC,New Orleans,LA
Data Scientist,Vesta Corporation,Lake Oswego,OR
Nift Data Analyst,Nift,Boston,MA
Principal Data Engineer,Movable Ink,New York,NY
Research Analyst I,TrendSource,San Diego,CA
"Front-End Software Engineer, Data Workflow Team",Outreach,Seattle,WA
Data Engineer,SocialWithin,Austin,TX
"Data Scientist, Machine Learning",Zest Finance,Los Angeles,CA
PhD. Graduate - Data Science 1,Expedia,Bellevue,WA
"Data Scientist, Credit Risk",Conn's Home Plus,Spring,TX
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
Data Engineer,Stoke Analytics,Provo,UT
Lecturer of Data Science,College of William and Mary,Williamsburg,VA
"Consumer Products & Retail Analytics, Cognitive, Data Scienc...",Deloitte,New York,NY
"Software Engineer, Data Team",Palantir Technologies,New York,NY
Social Media Research Analyst,W2O,Philadelphia,PA
Data Engineer,Grandata,San Francisco,CA
Junior Data Analyst,APTIM,Knoxville,TN
Machine Learning Graphics Intern,Unity Technologies,San Francisco,CA
Data Science Professional,Munson Healthcare,Traverse City,MI
Research Analyst,Stiles Corporation,Fort Lauderdale,FL
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
Big Data Engineer,Uniplus,Manassas,VA
Marketing Data Scientist,Funnel Science,Plano,TX
Data Analyst I,ULTRA Mobile,Costa Mesa,CA
Data Engineer,VillageMD,Chicago,IL
Data Analyst,Deloitte,Springfield,VA
Software Engineer - Data Center,Cisco Careers,San Jose,CA
DATA ENGINEER,Ultimate Software,San Francisco,CA
Data Engineer,Arthur Lawrence,Sugar Land,TX
Data Integrity Engineer,Mondelez International,Parsippany,NJ
Data & Applied Scientist,Microsoft,Bellevue,WA
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
"Data Platform Engineer, Machine Learning",Clover Health,San Francisco,CA
Marketing Data Scientist,BitSight Technologies,Boston,MA
Affiliate Faculty - Data Science (Northwest Denver Campus),Regis University,Denver,CO
Research Project Analyst,Arkansas Department of Health,Little Rock,AR
"Data Scientist and Software Engineer, Python/R, Java",New Relic,Portland,OR
Business/Data Analyst II,Greyhealth Group,New York,NY
Data Scientist,Radiance Technologies Inc.,Dayton,OH
Analyst - Research,AMC Networks,New York,NY
Wireless Data Scientist,"Uhana, Inc.",Palo Alto,CA
Data Engineer,Leap,Chicago,IL
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Science Intern,The Hartford,Charlotte,NC
Intermediate Data Scientist,Citi,Irving,TX
Internship - Data Analyst,PACCAR,Renton,WA
Data Engineer,Scoop Technologies,San Francisco,CA
Data Scientist - Deep Learning,IgnitionOne,Atlanta,GA
Data Scientist,Celect,Boston,MA
Assistant Professor-Computer Science/Data Science,New York Institute of Technology,New York,NY
Data Scientist Intern,Varian Medical Systems,Palo Alto,CA
Construction Data Analyst,Faithful and Gould,Portland,OR
"Staff Scientist, Translational Data Science",Fred Hutchinson Cancer Research Center,Seattle,WA
Media Data Analyst,BLOOM ADS,Los Angeles,CA
"Data Scientist/Analyst [R, Python,Google Cloud]",TSG Engineering,Ellicott City,MD
Associate Data Scientist (Analytics and Visualization Specia...,Virginia Mason Memorial,Yakima,WA
"Data Science QA Engineer - Conshohocken, PA",RS Energy Group,Conshohocken,PA
Data Science Summer Intern,Commonwealth Care Alliance,Boston,MA
Data Scientist Intern,Leidos,Arlington,VA
"Intern, Data Science",Vertex Pharmaceuticals,Boston,MA
Intermediate Data Scientist,Citi,Irving,TX
Data Science Intern,The Hartford,Charlotte,NC
Data Scientist/Engineer,CAS Group,Philadelphia,PA
Data Analytics Engineer,Volvo Group,Greensboro,NC
​ Market Data Energy Analyst,"Ascend Analytics, LLC",Boulder,CO
Data Engineer - QlikSense & Azure HDInsight,Bayforce Technology Solutions,Montvale,NJ
Patent Analyst - Research Associate,Evalueserve,Raleigh-Durham,NC
DATA ENGINEER,Change Healthcare,Emeryville,CA
Data Storage Engineer,Zibiz Data Management,Ronkonkoma,NY
QA Engineer – Spatial Statistics and Spatial Data Science,Esri,Redlands,CA
Data Engineer Intern,DriveTime,Tempe,AZ
Data Scientist,Panjiva,Cambridge,MA
Data Center Facilities Engineer,WTA3,Santa Clara,CA
